merchan_id;avg_amount_days;transaction_amount;is_declined;number_declines_days;foreign_transaction;high_risk_countries;daily_chbk_avg_amt;6m_avg_chbk_amt;6m_chbk_freq;is_fradulent
3837335703;276.82574799999901;8581.5981879999908;no;0;yes;no;0;0;0;fraudulent
3840707845;10.6636578199999;458.53728630000001;no;8;yes;yes;0;0;0;fraudulent
3852916753;327.22047730000003;16688.244340000001;no;9;no;no;0;0;0;fraudulent
3856955720;810.48561219999897;20262.140309999901;no;5;yes;yes;0;0;0;fraudulent
3858398119;474.08854280000003;16593.0989999999;no;2;yes;yes;0;0;0;fraudulent
3859811531;444.93092560000002;21801.61535;no;0;yes;no;0;0;0;fraudulent
3875188381;933.16317049999896;28928.058290000001;no;5;yes;no;0;0;0;fraudulent
3884139657;808.20221409999897;46067.5262;no;0;yes;yes;0;0;0;fraudulent
3884787232;968.60677980000003;52304.766109999902;no;4;yes;no;0;0;0;fraudulent
3905893865;208.04808270000001;7489.7309770000002;no;9;yes;yes;0;0;0;fraudulent
3938462850;499.62416639999901;18985.71832;no;0;yes;yes;0;0;0;fraudulent
3950041893;570.62757199999896;26819.4958799999;no;9;no;no;0;0;0;fraudulent
3958135740;681.56903109999905;31352.175429999901;no;0;yes;yes;0;0;0;fraudulent
3964604570;248.4369944;7204.6728380000004;no;5;yes;yes;0;0;0;fraudulent
3995706579;539.23680260000003;25883.36652;no;0;yes;no;964;890;6;fraudulent
4018645384;580.9745696;28467.753909999901;no;5;yes;yes;0;0;0;fraudulent
4022945723;336.18212299999902;17817.65252;no;0;yes;yes;0;0;0;fraudulent
4024505715;656.20251169999904;37403.543169999903;no;5;yes;yes;0;0;0;fraudulent
4036426557;393.70537460000003;11811.161239999899;no;3;yes;yes;0;0;0;fraudulent
4058823520;603.37922760000004;30772.340609999901;no;0;yes;no;0;0;0;fraudulent
4061849015;308.08309889999902;17868.819739999901;no;7;no;no;0;0;0;fraudulent
4063172111;886.89573710000002;44344.78686;no;9;yes;yes;0;0;0;fraudulent
4072532307;335.83707609999902;13097.64597;no;0;yes;yes;0;0;0;fraudulent
4084592872;610.56467039999905;29307.1041799999;no;9;yes;no;995;846;4;fraudulent
4105344658;52.503191469999898;1365.0829779999899;no;8;yes;yes;0;0;0;fraudulent
4114574519;572.31881039999905;25754.34647;no;0;yes;no;0;0;0;fraudulent
4117880439;769.77539030000003;44646.97264;no;8;no;no;959;386;3;fraudulent
4127150902;570.58261019999895;18829.226139999901;no;8;no;no;0;0;0;fraudulent
4128978968;80.536278510000002;2335.5520769999898;no;0;yes;yes;593;413;8;fraudulent
4130501464;483.92563519999902;26131.9843;no;7;yes;yes;0;0;0;fraudulent
4135098150;268.54122510000002;8593.31920299999;no;6;no;no;931;889;3;fraudulent
4138506573;787.73796070000003;32297.2563899999;no;3;yes;yes;0;0;0;fraudulent
4139060865;263.41279029999902;9746.2732410000008;no;0;yes;no;739;182;8;fraudulent
4139280493;921.06392989999904;46974.260419999897;no;8;yes;yes;0;0;0;fraudulent
4151187710;733.49117739999895;35941.067690000003;no;0;yes;yes;0;0;0;fraudulent
4154299431;510.4185708;22968.83569;no;0;yes;yes;0;0;0;fraudulent
4155574823;9.134958761;429.34306179999902;no;8;no;no;0;0;0;fraudulent
4161661486;29.16618193;904.1516398;no;7;yes;yes;0;0;0;fraudulent
4163803727;971.94422740000005;24298.60569;no;3;yes;yes;0;0;0;fraudulent
4172276215;616.3847055;19724.310580000001;no;7;yes;yes;0;0;0;fraudulent
4173436510;418.34976999999901;21754.188040000001;no;0;yes;yes;0;0;0;fraudulent
4177712289;912.54996759999904;37414.548669999902;no;2;yes;yes;0;0;0;fraudulent
4180015902;110.5364153;3868.7745359999899;no;0;yes;yes;0;0;0;fraudulent
4192972254;70.553755679999895;2187.1664259999902;no;7;no;no;0;0;0;fraudulent
4202639184;730.7886618;41654.953719999903;no;8;no;no;931;415;9;fraudulent
4205436781;581.93338329999904;33170.202850000001;no;0;yes;yes;0;0;0;fraudulent
4209927538;502.49510989999902;24119.76528;no;0;yes;no;0;0;0;fraudulent
4223065137;317.7292099;14297.81445;no;7;no;no;0;0;0;fraudulent
4224420959;428.18942040000002;25263.175800000001;no;7;no;no;0;0;0;fraudulent
4225126900;86.352272130000003;2935.9772520000001;no;0;no;no;993;992;7;fraudulent
4225921989;58.504216589999899;1521.109631;no;5;yes;yes;0;0;0;fraudulent
4232210297;67.759526140000006;3455.7358330000002;no;7;yes;no;0;0;0;fraudulent
4240669276;429.82076410000002;18912.11362;no;0;yes;no;0;0;0;fraudulent
4244630120;979.47524169999895;46035.336360000001;no;0;no;no;475;244;4;fraudulent
4266029386;924.98408059999895;39774.315470000001;no;7;no;no;0;0;0;fraudulent
4294222139;705.35278300000004;27508.758539999901;no;9;yes;no;0;0;0;fraudulent
4304266734;664.43969730000003;31228.66577;no;0;yes;no;0;0;0;fraudulent
4305702710;444.80081560000002;16457.63018;no;0;yes;yes;0;0;0;fraudulent
4312225167;224.47339679999899;6060.7817139999897;no;0;yes;no;0;0;0;fraudulent
4314204125;658.11752109999895;39487.051270000004;no;8;yes;yes;0;0;0;fraudulent
4327113971;926.03125739999905;41671.406580000003;no;5;yes;yes;0;0;0;fraudulent
4345258543;398.58300730000002;11160.324199999901;no;7;no;no;982;350;1;fraudulent
4348694075;270.27197969999901;16216.31878;no;0;no;no;991;914;7;fraudulent
4349047749;281.60093440000003;14924.84952;no;0;yes;yes;0;0;0;fraudulent
4351013109;25.946737670000001;778.40213010000002;no;3;yes;yes;0;0;0;fraudulent
4361157500;892.07376160000001;50848.204409999897;no;0;yes;no;0;0;0;fraudulent
4373776212;337.19101419999902;11127.303470000001;no;0;yes;yes;0;0;0;fraudulent
4378980797;359.91140209999901;15476.19029;no;6;yes;no;0;0;0;fraudulent
4397330540;550.98075630000005;32507.86462;no;0;no;no;707;571;7;fraudulent
4398664733;429.58094010000002;14605.75196;no;9;yes;yes;0;0;0;fraudulent
4405257384;619.23554000000001;29723.305919999901;no;9;yes;yes;0;0;0;fraudulent
4409660001;66.890895209999897;3143.8720750000002;no;4;yes;yes;0;0;0;fraudulent
4427137431;720.16328129999897;25925.878130000001;no;0;yes;yes;0;0;0;fraudulent
4431147517;787.7381474;44113.33625;no;2;yes;yes;0;0;0;fraudulent
4439427249;815.85085379999896;35081.586710000003;no;8;yes;no;0;0;0;fraudulent
4443404173;814.47505360000002;47239.553110000001;no;9;no;no;0;0;0;fraudulent
4453850276;707.24055880000003;33240.306259999903;no;9;yes;no;0;0;0;fraudulent
4456899824;383.34269189999901;14950.36498;no;2;yes;yes;0;0;0;fraudulent
4481195802;487.64952310000001;14141.83617;no;8;no;no;0;0;0;fraudulent
4489896961;148.6099184;3715.2479600000001;no;0;no;no;916;704;9;fraudulent
4526633692;307.41550749999902;14448.528850000001;no;0;yes;yes;0;0;0;fraudulent
4536078157;987.02553179999904;50338.30212;no;2;yes;yes;0;0;0;fraudulent
4544005938;744.816824;29047.85614;no;7;no;no;0;0;0;fraudulent
4557040500;679.32204460000003;40080.000630000002;no;3;yes;yes;0;0;0;fraudulent
4563845771;31.253959420000001;1187.6504580000001;no;8;no;no;0;0;0;fraudulent
4579872633;978.69143199999905;25445.97723;no;9;no;no;0;0;0;fraudulent
4585226511;256.18957820000003;9479.0143929999904;no;8;yes;no;0;0;0;fraudulent
4586229903;36.555829340000003;1571.900662;no;0;yes;yes;0;0;0;fraudulent
4592811487;865.80927799999904;36363.989679999897;no;0;yes;no;0;0;0;fraudulent
4596416910;28.369433910000001;1163.14679;no;9;yes;yes;0;0;0;fraudulent
4628780648;766.56036559999905;42160.820110000001;no;0;no;no;577;367;7;fraudulent
4629967388;860.69740119999904;51641.844069999897;no;0;yes;yes;667;548;7;fraudulent
4633703602;436.30978959999902;20506.5601099999;no;8;no;no;695;228;9;fraudulent
4639560839;128.0026311;7424.1526039999899;no;7;no;no;0;0;0;fraudulent
4645301386;315.7326582;14523.70228;no;0;yes;yes;0;0;0;fraudulent
4648858919;110.14012820000001;6498.2675639999898;no;7;no;no;0;0;0;fraudulent
4664574739;259.35690410000001;9855.5623560000004;no;9;yes;yes;0;0;0;fraudulent
4667293611;253.86734290000001;13201.10183;no;7;yes;no;0;0;0;fraudulent
4671682416;334.15303790000002;18378.417079999901;no;0;no;no;735;608;7;fraudulent
4684495167;507.06780600000002;22310.983459999901;no;9;no;no;0;0;0;fraudulent
4687490727;396.61880710000003;11105.3266;no;8;yes;yes;0;0;0;fraudulent
4690923132;274.97367120000001;14298.6309;no;4;yes;yes;0;0;0;fraudulent
4691564176;630.39327779999905;34041.237000000001;no;0;yes;yes;0;0;0;fraudulent
4713612792;491.2565161;28492.877929999901;no;8;yes;yes;0;0;0;fraudulent
4716163260;971.62998709999897;56354.539250000002;no;5;yes;yes;0;0;0;fraudulent
4718777983;366.18411950000001;17943.021860000001;no;7;yes;yes;0;0;0;fraudulent
4721121199;54.415769650000001;2285.462325;no;0;yes;yes;0;0;0;fraudulent
4727426967;719.84220340000002;37431.794580000002;no;2;yes;yes;0;0;0;fraudulent
4734471000;832.603207;33304.128279999903;no;0;yes;yes;0;0;0;fraudulent
4736685684;753.84631920000004;37692.31596;no;6;yes;no;0;0;0;fraudulent
4748248523;658.3438678;35550.568859999898;no;8;yes;no;0;0;0;fraudulent
4751116909;880.01176750000002;29920.400099999901;no;6;yes;no;0;0;0;fraudulent
4762163981;735.26842850000003;18381.710709999901;no;0;yes;no;835;715;7;fraudulent
4763086973;711.06052460000001;17776.51312;no;8;yes;no;0;0;0;fraudulent
4764736078;592.35823670000002;14808.95592;no;4;yes;yes;0;0;0;fraudulent
4772667475;7.4091431840000004;274.13829779999901;no;3;yes;yes;0;0;0;fraudulent
4786546169;147.13299459999899;7503.782725;no;6;no;no;901;524;8;fraudulent
4796001508;121.9231188;4755.0016329999899;no;4;yes;no;0;0;0;fraudulent
4805279645;943.40321240000003;45283.354200000002;no;3;yes;yes;0;0;0;fraudulent
4818869188;644.02317670000002;37997.367429999897;no;7;yes;yes;0;0;0;fraudulent
4835465818;531.36696089999896;21786.045399999901;no;9;no;no;0;0;0;fraudulent
4838852609;981.15191670000002;48076.443919999903;no;0;no;no;955;816;8;fraudulent
4839374244;204.3112252;5516.40308;no;6;no;no;900;300;4;fraudulent
4851963556;510.10068039999902;16833.32245;no;9;no;no;0;0;0;fraudulent
4858660021;640.07412420000003;37124.299200000001;no;9;yes;yes;0;0;0;fraudulent
4870833599;404.71675199999902;23473.571619999901;no;0;yes;no;0;0;0;fraudulent
4871980109;883.34520740000005;34450.463089999903;no;0;yes;yes;0;0;0;fraudulent
4873110740;545.43344460000003;29453.406009999901;no;2;yes;yes;0;0;0;fraudulent
4878516375;165.7654947;8454.0402300000005;no;0;yes;yes;0;0;0;fraudulent
4879626708;591.38774209999895;31343.5503299999;no;2;yes;yes;0;0;0;fraudulent
4881579578;640.16248040000005;26246.661700000001;no;9;yes;yes;0;0;0;fraudulent
4890143931;740.20462380000004;23686.54796;no;6;yes;yes;0;0;0;fraudulent
4898289645;141.7425944;5669.7037760000003;no;7;yes;yes;0;0;0;fraudulent
4902634359;271.0728565;15180.079959999901;no;0;yes;yes;0;0;0;fraudulent
4906320707;858.56010809999896;30908.16389;no;2;yes;yes;0;0;0;fraudulent
4908055617;801.23001829999896;29645.510679999901;no;6;yes;no;0;0;0;fraudulent
4908884376;69.640486859999896;3551.6648300000002;no;0;yes;yes;0;0;0;fraudulent
4933502657;615.56020769999895;36318.052250000001;no;0;yes;yes;0;0;0;fraudulent
4937588881;594.80295269999897;30334.95059;no;4;yes;yes;0;0;0;fraudulent
4940039747;600.09490519999895;31805.029979999901;no;0;yes;yes;0;0;0;fraudulent
4942320098;620.10605869999904;25424.3484099999;no;1;no;no;403;391;4;fraudulent
4943712797;131.8452729;3823.5129139999899;no;0;yes;yes;0;0;0;fraudulent
4946946678;551.08209910000005;24798.694459999901;no;9;no;no;0;0;0;fraudulent
4948629322;865.32028000000003;38074.092320000003;no;0;no;no;996;996;6;fraudulent
4970606263;589.11272340000005;34757.650679999897;no;7;yes;yes;0;0;0;fraudulent
4973267879;287.01679309999901;12341.722100000001;no;0;yes;yes;0;0;0;fraudulent
4973310264;919.88087270000005;39554.877529999903;no;0;yes;yes;0;0;0;fraudulent
4988866051;850.48223129999894;46776.522720000001;no;8;yes;no;0;0;0;fraudulent
4989248225;240.94971430000001;8192.2902859999904;no;4;yes;yes;0;0;0;fraudulent
5020008779;388.46520809999902;15538.608319999899;no;8;no;no;954;339;6;fraudulent
5022726674;540.67110960000002;14057.448850000001;no;8;yes;yes;0;0;0;fraudulent
5035552703;413.74650630000002;24824.7903799999;no;7;no;no;0;0;0;fraudulent
5037840894;509.19089350000002;28005.49914;no;5;yes;no;0;0;0;fraudulent
5041652546;308.7609554;16673.09159;no;0;no;no;917;633;6;fraudulent
5054473235;353.77783620000002;19104.00315;no;5;yes;no;0;0;0;fraudulent
5057209186;284.1427114;15343.70642;no;8;yes;yes;0;0;0;fraudulent
5063944744;521.41804249999905;28677.992340000001;no;5;yes;yes;0;0;0;fraudulent
5066590987;263.28398320000002;13954.05111;no;0;yes;yes;0;0;0;fraudulent
5076373986;688.90800720000004;33756.49235;no;5;yes;no;0;0;0;fraudulent
5091764220;746.23256319999905;26864.37228;no;0;no;no;502;441;7;fraudulent
5108511837;162.26908599999899;8113.4543000000003;no;9;no;no;0;0;0;fraudulent
5116547959;657.54915670000003;30247.261210000001;no;0;no;no;894;883;8;fraudulent
5120397575;980.82720440000003;50022.187420000002;no;2;yes;yes;0;0;0;fraudulent
5121812372;450.42085589999903;17566.413380000002;no;0;yes;no;833;761;7;fraudulent
5134289117;639.65600670000003;24306.928250000001;no;0;no;no;377;319;7;fraudulent
5150845822;875.31093280000005;35887.748240000001;no;0;yes;yes;0;0;0;fraudulent
5180064875;877.38572239999905;42991.900399999897;no;3;yes;no;0;0;0;fraudulent
5183376007;749.70960839999896;23240.997859999901;no;8;no;no;614;235;1;fraudulent
5193134213;967.07557629999906;34814.72075;no;0;yes;yes;0;0;0;fraudulent
5195567970;959.13780129999896;52752.57907;no;0;no;no;786;737;9;fraudulent
5202727146;699.51295749999895;25182.466469999901;no;0;no;no;939;931;1;fraudulent
5224070838;108.2845499;5197.6583950000004;no;5;yes;yes;0;0;0;fraudulent
5235580276;348.17732369999902;14623.4476;no;3;yes;no;0;0;0;fraudulent
5258312871;732.04491169999903;18301.122790000001;no;1;yes;yes;0;0;0;fraudulent
5259123670;858.5168817;22321.438920000001;no;0;yes;no;0;0;0;fraudulent
5264128511;7.9542389660000001;294.30684170000001;no;4;yes;yes;0;0;0;fraudulent
5271180204;189.31385940000001;10601.576129999899;no;0;yes;yes;0;0;0;fraudulent
5274967692;49.670585760000002;1738.4705019999899;no;0;yes;no;0;0;0;fraudulent
5284726016;459.2866416;16075.03246;no;8;yes;no;0;0;0;fraudulent
5309800449;846.67608040000005;30480.338889999901;no;7;no;no;0;0;0;fraudulent
5331771857;674.78171620000001;35088.649239999897;no;5;yes;no;0;0;0;fraudulent
5338031118;865.79403130000003;45887.083659999902;no;0;no;no;487;393;9;fraudulent
5339489340;806.12536399999897;20959.259460000001;no;9;yes;yes;0;0;0;fraudulent
5339849253;142.5739552;5845.5321629999899;no;8;no;no;0;0;0;fraudulent
5345941652;726.05327890000001;27590.024600000001;no;0;no;no;802;399;6;fraudulent
5355399779;43.647500809999897;1440.3675270000001;no;0;no;no;183;101;9;fraudulent
5425524255;186.3281183;10993.358980000001;no;0;no;no;942;891;6;fraudulent
5426200375;935.01049920000003;46750.524960000002;no;0;yes;yes;0;0;0;fraudulent
5426239243;124.1292468;4344.5236379999897;no;0;yes;yes;0;0;0;fraudulent
5436582563;569.45138310000004;26764.21501;no;9;yes;no;0;0;0;fraudulent
5436781051;204.491545199999;5112.28863;no;5;yes;yes;0;0;0;fraudulent
5438087941;498.41280130000001;29406.35528;no;0;yes;yes;0;0;0;fraudulent
5439431588;534.79177779999895;13904.586219999899;no;5;yes;yes;0;0;0;fraudulent
5440569593;255.8440962;6396.1024049999896;no;9;yes;yes;0;0;0;fraudulent
5444358642;690.37797230000001;41422.678339999897;no;3;yes;yes;0;0;0;fraudulent
5449566080;980.89828090000003;46102.2192;no;8;no;no;0;0;0;fraudulent
5459497990;773.68263830000001;22436.79651;no;0;no;no;985;685;1;fraudulent
5474497608;569.95751829999904;19378.555619999901;no;5;yes;no;527;339;8;fraudulent
5475382688;969.4199486;37807.377999999902;no;6;yes;yes;0;0;0;fraudulent
5491231228;500.71845510000003;20529.45666;no;8;yes;yes;0;0;0;fraudulent
5495610149;913.03447549999896;28304.068739999901;no;6;yes;yes;0;0;0;fraudulent
5497895958;192.44261220000001;7312.8192639999897;no;0;yes;no;0;0;0;fraudulent
5498518099;397.8326505;9945.8162630000006;no;7;no;no;993;330;4;fraudulent
5499666666;826.63315309999905;42984.92396;no;5;yes;yes;0;0;0;fraudulent
5504141167;364.06412540000002;17111.0138899999;no;0;yes;yes;0;0;0;fraudulent
5507239729;145.740031399999;5538.1211929999899;no;0;no;no;788;586;9;fraudulent
5508434208;212.64250759999899;8293.05779599999;no;0;no;no;801;789;9;fraudulent
5516509929;807.73470870000006;40386.735439999902;no;0;yes;yes;0;0;0;fraudulent
5520132673;978.71827919999896;37191.294609999903;no;2;yes;no;0;0;0;fraudulent
5526236381;418.98487560000001;10893.60677;no;9;no;no;0;0;0;fraudulent
5560111892;684.27874169999905;22581.198479999901;no;8;yes;yes;0;0;0;fraudulent
5562961422;312.38665559999902;15306.946120000001;no;0;no;no;878;728;6;fraudulent
5586273121;858.51431439999897;36057.601199999903;no;3;yes;yes;0;0;0;fraudulent
5588296997;484.1391246;17913.14761;no;1;yes;yes;992;741;7;fraudulent
5591651411;452.30924700000003;18996.988369999901;no;4;yes;no;0;0;0;fraudulent
5602598291;814.38854619999904;35018.707490000001;no;8;yes;yes;0;0;0;fraudulent
5614772190;818.17529230000002;27817.959940000001;no;0;yes;no;0;0;0;fraudulent
5624569909;132.34577719999899;4102.7190929999897;no;0;yes;yes;0;0;0;fraudulent
5631261207;697.05369889999895;30670.36275;no;5;yes;yes;0;0;0;fraudulent
5634640261;539.97134149999897;29158.452440000001;no;6;no;no;991;989;4;fraudulent
5636587443;820.85206430000005;41042.603219999903;no;7;yes;no;0;0;0;fraudulent
5639232781;137.166161399999;5898.1449400000001;no;3;yes;yes;0;0;0;fraudulent
5646455022;129.29114250000001;4525.1899880000001;no;5;yes;yes;0;0;0;fraudulent
5655572596;683.2697187;34163.485939999897;no;0;yes;yes;0;0;0;fraudulent
5656117724;432.77780580000001;21638.890289999901;no;0;yes;no;0;0;0;fraudulent
5663085583;460.67804599999897;27640.68276;no;3;yes;no;0;0;0;fraudulent
5671132124;317.468299;15555.94665;no;2;yes;no;0;0;0;fraudulent
5673635669;273.0599823;15291.35901;no;6;yes;yes;0;0;0;fraudulent
5675544222;856.70667560000004;24844.4935899999;no;8;yes;yes;0;0;0;fraudulent
5676841832;694.73470169999905;36126.204489999902;no;0;yes;no;0;0;0;fraudulent
5688747995;506.98700669999897;20786.467270000001;no;6;yes;yes;0;0;0;fraudulent
5690777846;204.96595780000001;11273.12768;no;3;yes;no;0;0;0;fraudulent
5693783739;500.0066511;22000.292649999901;no;7;yes;yes;0;0;0;fraudulent
5696577327;756.03658270000005;42338.048629999903;no;6;yes;no;0;0;0;fraudulent
5703519784;931.97931340000002;40075.110480000003;no;9;no;no;0;0;0;fraudulent
5708922255;681.06736650000005;21794.1557299999;no;0;yes;yes;0;0;0;fraudulent
5731414073;492.55897299999901;20687.4768699999;no;9;no;no;0;0;0;fraudulent
5733530619;434.47379869999901;14772.10916;no;0;yes;yes;0;0;0;fraudulent
5734095507;363.183629;13074.610640000001;no;0;yes;no;971;615;3;fraudulent
5760152287;147.52423830000001;8261.3573450000004;no;2;yes;yes;0;0;0;fraudulent
5766099974;847.90980049999905;42395.490030000001;no;6;yes;yes;0;0;0;fraudulent
5790085700;402.50439239999901;20930.2284;no;2;yes;yes;961;122;1;fraudulent
5793673119;471.38188059999902;23569.09403;no;4;yes;yes;0;0;0;fraudulent
5795857704;798.11417540000002;26337.767790000002;no;9;yes;yes;0;0;0;fraudulent
5797107780;992.64948870000001;25808.886709999901;no;0;yes;no;0;0;0;fraudulent
5811420020;122.1290163;7327.7409779999898;no;6;yes;yes;0;0;0;fraudulent
5845551567;404.13828869999901;23440.02074;no;7;yes;no;0;0;0;fraudulent
5859908215;337.8148501;8783.186103;no;7;yes;yes;0;0;0;fraudulent
5862353618;720.78412739999897;38922.342879999902;no;0;yes;no;0;0;0;fraudulent
5863189919;640.7230528;21143.86074;no;5;yes;no;0;0;0;fraudulent
5869315272;592.82631990000004;17784.7896;no;5;yes;no;0;0;0;fraudulent
5871664480;279.10867259999901;15909.19434;no;0;yes;no;0;0;0;fraudulent
5874863707;265.81694010000001;9835.2267840000004;no;0;yes;yes;0;0;0;fraudulent
5879049904;986.21711249999896;56214.375410000001;no;4;yes;no;876;539;8;fraudulent
5884529995;705.19932559999904;19040.381789999901;no;5;yes;yes;0;0;0;fraudulent
5892017866;416.93275190000003;18761.973839999901;no;9;yes;no;0;0;0;fraudulent
5928254406;899.179126;40463.060669999897;no;7;no;no;0;0;0;fraudulent
5930697966;427.16928819999902;16232.43295;no;0;yes;no;0;0;0;fraudulent
5934351213;925.0870281;24977.349760000001;no;8;yes;no;822;485;9;fraudulent
5938834165;733.99132629999895;38167.548970000003;no;4;yes;no;0;0;0;fraudulent
5943567820;243.7620445;11456.81609;no;8;yes;no;0;0;0;fraudulent
5959708973;877.80147529999897;36867.661959999903;no;9;yes;yes;0;0;0;fraudulent
5969094614;922.39868490000003;37818.346080000003;no;3;yes;yes;0;0;0;fraudulent
5988848064;947.70741769999904;45489.956050000001;no;3;no;no;856;483;4;fraudulent
5991109342;515.2839682;13397.383169999899;no;9;no;no;0;0;0;fraudulent
6016034477;979.56993769999895;41141.937380000003;no;0;yes;yes;0;0;0;fraudulent
6023215001;790.15230029999896;41878.071920000002;no;9;no;no;0;0;0;fraudulent
6028844245;865.29558329999895;23362.980749999901;no;4;no;no;572;166;6;fraudulent
6051871856;562.7565227;15757.182640000001;no;6;yes;no;0;0;0;fraudulent
6052221972;101.461186;5174.5204860000003;no;8;yes;no;0;0;0;fraudulent
6062032943;58.852437209999898;3413.441358;no;8;yes;yes;0;0;0;fraudulent
